isBadBuy,VehYear,VehicleAge,WheelTypeID,VehOdo,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VehBCost,IsOnlineSale,WarrantyCost,aAuction,aMake,aModel,aTrim,aSubModel,aColor,aTransmission,aWheelType,aNationality,aSize,aTopThreeAmericanName,aPRIMEUNIT,aAUCGUART,aVNZIP1,aVNST
FALSE,0.99652,0.77778,0.25,0.46732,0.096383,0.12738,0.16484,0.19437,0.10495,0.12871,0.18621,0.21022,0.19685,0.12756,0,0.14057,a2,a11,a23,a12,a21,a12,a1,a1,a2,a1,a3,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.51091,0.15495,0.18327,0.2346,0.25469,0.1512,0.18449,0.23316,0.24746,0.19685,0.11876,0,0.10056,a2,a3,a8,a7,a8,a4,a1,a2,a2,a1,a3,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.67492,0.26843,0.31157,0.32958,0.35847,0.23672,0.2652,0.30857,0.3409,0.19685,0.20014,0,0.1071,a2,a3,a29,a11,a14,a1,a2,a1,a2,a9,a3,a1,a1,a11,a9
FALSE,0.99652,0.77778,0.25,0.74167,0.23716,0.2643,0.32229,0.35039,0.20522,0.248,0.28539,0.32154,0.19685,0.20234,0,0.24046,a2,a3,a214,a26,a49,a1,a1,a1,a2,a7,a3,a1,a1,a11,a9
FALSE,0.99751,0.55556,0.25,0.44787,0.12564,0.14783,0.2458,0.28116,0.10137,0.13565,0.1685,0.19208,0.19685,0.10557,0,0.089491,a2,a8,a106,a27,a122,a1,a1,a1,a2,a3,a4,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.62727,0.13331,0.15958,0.20123,0.21236,0.14235,0.1649,0.21361,0.23048,0.055593,0.11216,0,0.1071,a2,a8,a106,a27,a122,a14,a1,a1,a2,a3,a4,a1,a1,a11,a9
FALSE,0.99751,0.55556,0.25,0.60982,0.11903,0.14892,0.22201,0.27002,0.11676,0.15399,0.19107,0.22381,0.055593,0.11876,0,0.1227,a2,a3,a8,a7,a89,a3,a1,a1,a2,a1,a3,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.48869,0.24016,0.26992,0.31044,0.32267,0.24593,0.27942,0.31356,0.34036,0.055593,0.19354,0,0.13377,a2,a14,a40,a50,a258,a1,a2,a1,a2,a1,a4,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.25,0.61448,0.24601,0.27521,0.30983,0.32691,0.25659,0.28365,0.32761,0.34387,0.055593,0.17374,0,0.16965,a2,a14,a40,a11,a105,a7,a1,a1,a2,a1,a4,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.25,0.58628,0.28851,0.31914,0.3531,0.36343,0.2924,0.32342,0.35241,0.37244,0.18154,0.18254,0,0.097093,a2,a3,a43,a7,a8,a1,a1,a1,a2,a1,a3,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.84095,0.18846,0.21772,0.26093,0.28273,0.18048,0.20785,0.25069,0.26969,0.18154,0.12756,0,0.12123,a2,a12,a33,a18,a41,a4,a1,a1,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99652,0.77778,0.25,0.8222,0.15274,0.17963,0.2238,0.24423,0.13527,0.16682,0.22705,0.2523,0.18154,0.16935,0,0.21886,a2,a8,a15,a12,a56,a4,a1,a1,a2,a6,a4,a1,a1,a11,a9
FALSE,0.99602,0.88889,0.25,0.3172,0.087201,0.1273,0.1567,0.18459,0.119,0.15264,0.1857,0.21044,0.18154,0.10997,0,0.18952,a2,a8,a225,a11,a192,a3,a1,a1,a2,a12,a4,a1,a1,a11,a9
FALSE,0.99701,0.66667,0.25,0.79892,0.15282,0.18617,0.2259,0.24271,0.13448,0.16438,0.20609,0.225,0.18154,0.14076,0,0.19805,a2,a8,a100,a27,a48,a1,a1,a1,a2,a1,a4,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.5,0.54878,0.10974,0.13392,0.17994,0.19211,0.10641,0.12792,0.16584,0.19205,0.18154,0.11436,0,0.097093,a2,a8,a106,a12,a48,a1,a1,a2,a2,a3,a4,a2,a2,a11,a9
FALSE,0.999,0.22222,0.5,0.45833,0.23064,0.25229,0.30783,0.31414,0.22446,0.2493,0.299,0.31024,0.081916,0.18034,0,0.1227,a2,a2,a108,a7,a4,a8,a1,a2,a2,a1,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.5,0.51744,0.23851,0.27904,0.33048,0.35254,0.24061,0.2779,0.32272,0.34553,0.081916,0.20893,0,0.14484,a2,a2,a67,a7,a202,a2,a1,a2,a2,a8,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.6827,0.17779,0.20812,0.25233,0.27342,0.15313,0.17936,0.23639,0.24979,0.081916,0.15175,0,0.16965,a2,a14,a40,a11,a4,a4,a1,a1,a2,a1,a4,a1,a1,a11,a9
FALSE,0.99751,0.55556,0.25,0.77703,0.23585,0.26292,0.31927,0.33277,0.2148,0.25405,0.31602,0.34207,0.081916,0.18034,0,0.16578,a2,a8,a86,a11,a85,a2,a1,a1,a2,a2,a4,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.5,0.69043,0.13308,0.16219,0.21072,0.22316,0.12681,0.1551,0.19527,0.2156,0.081916,0.13636,0,0.1071,a2,a5,a79,a17,a115,a6,a1,a2,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.66948,0.18462,0.21414,0.25512,0.28477,0.17034,0.19808,0.24511,0.26565,0.081916,0.16935,0,0.1071,a2,a12,a33,a18,a41,a2,a1,a1,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.69172,0.17927,0.21083,0.25637,0.26829,0.16637,0.18932,0.24079,0.25727,0.081916,0.15835,0,0.079221,a2,a4,a6,a5,a6,a7,a1,a1,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.63842,0.2447,0.30123,0.33485,0.36259,0.24769,0.29233,0.34007,0.38023,0.081916,0.14955,0,0.075887,a2,a3,a11,a39,a104,a2,a2,a1,a2,a2,a3,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.56369,0.14879,0.17073,0.21732,0.22258,0.13837,0.16794,0.21604,0.22734,0.081916,0.12536,0,0.071086,a2,a15,a47,a13,a4,a1,a1,a2,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.51393,0.14879,0.17073,0.21732,0.22258,0.12135,0.15654,0.21423,0.23879,0.081916,0.12536,0,0.067351,a2,a15,a47,a13,a4,a4,a1,a2,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.53606,0.18431,0.20123,0.2618,0.27942,0.16766,0.1939,0.23687,0.25688,0.081916,0.17374,0,0.097093,a2,a12,a96,a18,a41,a4,a1,a1,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.61572,0.20981,0.23595,0.28836,0.30119,0.20872,0.22912,0.28506,0.29536,0.19685,0.17462,0,0.15404,a2,a10,a76,a11,a4,a7,a1,a2,a2,a1,a2,a1,a1,a11,a9
FALSE,0.99602,0.88889,0.25,0.48727,0.05372,0.075775,0.11433,0.13365,0.074968,0.10011,0.14524,0.16784,0.19685,0.079175,0,0.14057,a2,a11,a23,a42,a120,a8,a1,a1,a2,a1,a3,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.66313,0.24811,0.28001,0.33091,0.34444,0.27286,0.31943,0.35622,0.38763,0.19685,0.19794,0,0.15404,a2,a3,a27,a29,a237,a4,a1,a1,a2,a6,a3,a1,a1,a11,a9
TRUE,0.99851,0.33333,1,0.38331,0.14456,0.16856,0.20977,0.22311,0.14456,0.16856,0.20977,0.22539,0.19685,0.13636,0,0.064284,a2,a15,a47,a13,a4,a8,a1,a3,a1,a1,a1,a1,a1,a11,a9
FALSE,0.99552,1,0.25,0.48548,0.06461,0.087089,0.12746,0.13852,0.071301,0.094115,0.13475,0.15491,0.19685,0.12316,0,0.24006,a2,a8,a17,a11,a4,a2,a1,a1,a2,a4,a4,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.25,0.72598,0.27837,0.34209,0.35673,0.40044,0.29251,0.35582,0.37909,0.42385,0.19685,0.17462,0,0.23513,a2,a2,a12,a3,a13,a2,a1,a1,a2,a5,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.74224,0.20578,0.23934,0.28854,0.30857,0.1767,0.21669,0.26384,0.29806,0.19685,0.16143,0,0.21779,a2,a3,a9,a8,a9,a5,a1,a1,a2,a4,a3,a1,a1,a11,a9
FALSE,0.99751,0.55556,0.25,0.76315,0.25111,0.28891,0.314,0.35018,0.26561,0.27665,0.35138,0.35176,0.19685,0.19794,0,0.26967,a2,a16,a104,a21,a113,a5,a1,a1,a2,a6,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.5,0.71869,0.173,0.21102,0.25097,0.27679,0.18459,0.21843,0.24734,0.27407,0.19685,0.13196,0,0.18312,a2,a8,a63,a27,a122,a7,a1,a2,a2,a1,a4,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.69139,0.13121,0.16129,0.20842,0.22053,0.1321,0.1544,0.18357,0.21071,0.19685,0.11216,0,0.1311,a2,a12,a83,a42,a171,a2,a1,a2,a1,a3,a1,a1,a1,a11,a9
FALSE,0.99602,0.88889,0.25,0.85177,0.055008,0.073958,0.12339,0.13276,0.068165,0.090643,0.13119,0.15119,0.18154,0.085773,0,0.35356,a2,a14,a45,a7,a105,a4,a1,a1,a2,a4,a4,a1,a1,a11,a9
FALSE,0.999,0.22222,0.5,0.75845,0.21807,0.23568,0.30171,0.30702,0.21916,0.2445,0.29527,0.31224,0.18154,0.18254,0,0.28701,a2,a8,a37,a12,a32,a7,a1,a2,a2,a4,a4,a1,a1,a11,a9
FALSE,0.99652,0.77778,0.5,0.91787,0.070741,0.088201,0.13019,0.14763,0.082162,0.10149,0.16489,0.20004,0.18154,0.072577,0,0.1267,a2,a12,a85,a18,a4,a12,a1,a2,a1,a1,a1,a2,a2,a11,a9
FALSE,0.99801,0.44444,0.25,0.62831,0.22098,0.26018,0.32523,0.34215,0.1893,0.26216,0.28058,0.3353,0.18154,0.16715,0,0.21646,a2,a10,a65,a25,a13,a12,a1,a1,a2,a5,a2,a2,a2,a11,a9
FALSE,0.999,0.22222,0.25,0.7755,0.29951,0.35676,0.38385,0.41881,0.34956,0.38875,0.40832,0.42991,0.18154,0.19134,0,0.1311,a2,a11,a23,a11,a4,a3,a1,a1,a2,a1,a3,a1,a1,a11,a9
TRUE,0.99701,0.66667,1,0.82989,0.094312,0.11994,0.15732,0.18022,0.094536,0.11878,0.16699,0.18226,0.18154,0.092371,0,0.21739,a2,a10,a60,a11,a4,a10,a1,a3,a2,a1,a2,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.5,0.7104,0.19025,0.22136,0.26402,0.27653,0.21762,0.24922,0.29509,0.31048,0.18154,0.14955,0,0.079221,a2,a4,a6,a5,a4,a7,a1,a2,a1,a1,a1,a2,a2,a11,a9
FALSE,0.99751,0.55556,0.5,0.6042,0.098203,0.12032,0.17817,0.1909,0.11791,0.14545,0.19355,0.21187,0.18154,0.10777,0,0.16204,a2,a10,a60,a25,a4,a10,a1,a2,a2,a1,a2,a2,a2,a11,a9
FALSE,0.99751,0.55556,0.25,0.5405,0.10291,0.13525,0.17536,0.19633,0.12911,0.15652,0.20266,0.22254,0.18154,0.12096,0,0.11003,a2,a3,a8,a8,a88,a7,a1,a1,a2,a1,a3,a2,a2,a11,a9
FALSE,0.99851,0.33333,0.25,0.62898,0.14865,0.17977,0.23273,0.24444,0.15425,0.19054,0.23193,0.25552,0.18154,0.12316,0,0.15404,a2,a3,a5,a38,a96,a6,a1,a1,a2,a3,a3,a1,a1,a11,a9
FALSE,0.999,0.22222,0.5,0.49472,0.21866,0.23655,0.28588,0.2907,0.21776,0.2394,0.29235,0.30308,0.18154,0.19574,0,0.1227,a2,a2,a108,a7,a4,a7,a1,a2,a2,a1,a2,a1,a1,a11,a9
TRUE,0.99851,0.33333,1,0.60689,0.14515,0.16566,0.21934,0.22894,0.14464,0.16517,0.22126,0.22839,0.18154,0.12536,0,0.18525,a2,a10,a60,a33,a4,a4,a1,a3,a2,a1,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.51162,0.23929,0.26433,0.31876,0.32595,0.26743,0.30218,0.33741,0.3683,0.18154,0.19134,0,0.089491,a2,a3,a29,a11,a14,a1,a2,a1,a2,a9,a3,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.73147,0.27666,0.29686,0.36983,0.37409,0,0,0,0,0.18154,0.18254,0,0.20045,a2,a2,a42,a22,a40,a2,a1,a1,a2,a6,a2,a1,a1,a11,a9
FALSE,0.99801,0.44444,0.25,0.76818,0.11872,0.14338,0.19309,0.21327,0.13227,0.16588,0.19468,0.22466,0.18154,0.090171,0,0.16578,a2,a2,a69,a3,a4,a7,a1,a1,a2,a1,a2,a2,a2,a11,a9
FALSE,0.99751,0.55556,0.25,0.79706,0.098455,0.14165,0.16272,0.19907,0.17435,0.20573,0.24376,0.27018,0.18154,0.10997,0,0.2558,a2,a2,a94,a3,a130,a5,a1,a1,a2,a5,a2,a2,a2,a11,a9
TRUE,0.99652,0.77778,1,0.68723,0.10534,0.12895,0.17108,0.17851,0.10999,0.13128,0.18091,0.20062,0.18154,0.10117,0,0.24086,a2,a10,a60,a20,a338,a5,a1,a3,a2,a1,a2,a1,a1,a11,a9
TRUE,0.99751,0.55556,1,0.93616,0.13849,0.17057,0.21226,0.24198,0.13423,0.16585,0.20389,0.22617,0.18925,0.090171,0,0.34289,a2,a8,a17,a12,a48,a2,a1,a3,a2,a4,a4,a1,a1,a11,a9
FALSE,0.99751,0.55556,0.25,0.84498,0.1274,0.15833,0.19926,0.23155,0.13893,0.17431,0.19616,0.21906,0.18925,0.12096,0,0.19805,a2,a8,a63,a12,a48,a2,a1,a1,a2,a1,a4,a2,a2,a11,a9
FALSE,0.99751,0.55556,0.25,0.82887,0.11545,0.14577,0.20977,0.22439,0.10615,0.13451,0.17963,0.20291,0.18925,0.10997,0,0.12123,a2,a12,a33,a18,a4,a4,a1,a1,a1,a1,a1,a1,a1,a11,a9
TRUE,0.99701,0.66667,0.25,0.81374,0.34461,0.391,0.43009,0.44306,0.32789,0.38273,0.4034,0.46435,0.18925,0.22433,0,0.27501,a2,a7,a423,a31,a339,a5,a1,a1,a3,a7,a1,a2,a2,a11,a9
FALSE,0.99801,0.44444,0.25,0.7471,0.26124,0.31867,0.33186,0.37351,0.28954,0.34111,0.37456,0.43332,0.18925,0.19134,0,0.21779,a2,a8,a209,a27,a158,a10,a1,a1,a2,a6,a4,a2,a2,a11,a9
FALSE,0.99751,0.55556,0.5,0.6534,0.097279,0.12361,0.17805,0.21993,0.10604,0.12892,0.1849,0.19527,0.18925,0.10997,0,0.15404,a2,a3,a5,a38,a110,a5,a1,a2,a2,a3,a3,a1,a1,a11,a9
TRUE,0.99701,0.66667,1,0.7231,0.13835,0.16664,0.21676,0.2266,0.13795,0.16767,0.21773,0.23116,0.18925,0.16715,0,0.25247,a2,a5,a398,a6,a51,a8,a1,a3,a1,a6,a1,a1,a1,a11,a9
FALSE,0.99851,0.33333,0.25,0.26852,0.18146,0.21075,0.24404,0.25881,0.20911,0.2397,0.27062,0.28228,0.16082,0.1633,0,0.093625,a2,a14,a81,a11,a4,a7,a1,a1,a2,a1,a4,a2,a2,a12,a10
FALSE,0.999,0.22222,0.5,0.71635,0.21449,0.23221,0.29332,0.30006,0.21659,0.24127,0.30596,0.32207,0.16082,0.1655,0,0.28701,a2,a8,a37,a12,a32,a5,a1,a2,a2,a4,a4,a1,a1,a12,a10
FALSE,0.99851,0.33333,0.25,0.60661,0.15828,0.20275,0.2197,0.25358,0,0,0,0,0.16082,0.11931,0,0.1071,a2,a9,a41,a13,a68,a8,a2,a1,a2,a1,a4,a1,a1,a12,a10
FALSE,0.99851,0.33333,0.5,0.69076,0.17782,0.20635,0.25545,0.26556,0.15716,0.18685,0.24079,0.25313,0.011437,0.1589,1,0.1227,a2,a2,a34,a11,a72,a6,a1,a2,a2,a1,a2,a1,a1,a12,a10
FALSE,0.99851,0.33333,0.5,0.49955,0.14207,0.16314,0.20504,0.21771,0.17225,0.20985,0.23895,0.26255,0.16082,0.13031,0,0.089491,a2,a8,a52,a12,a48,a1,a1,a2,a2,a3,a4,a1,a1,a12,a10
FALSE,0.99851,0.33333,0.5,0.58196,0.16267,0.19075,0.22398,0.24227,0.18076,0.21444,0.23687,0.26255,0.16082,0.10282,0,0.097093,a2,a9,a41,a13,a38,a5,a1,a2,a2,a1,a4,a2,a2,a12,a10
FALSE,0.99801,0.44444,0.5,0.73417,0.14596,0.17331,0.21822,0.23104,0.1606,0.19032,0.23219,0.26234,0.011437,0.13031,1,0.18312,a2,a8,a63,a27,a122,a2,a1,a2,a2,a1,a4,a1,a1,a12,a10
FALSE,0.999,0.22222,0.5,0.6284,0.17849,0.20866,0.24749,0.2691,0.20044,0.22594,0.2751,0.28754,0.011437,0.1501,1,0.1071,a2,a8,a22,a12,a20,a4,a1,a2,a2,a1,a4,a1,a1,a12,a10
FALSE,0.99801,0.44444,0,0.67491,0.15478,0.17987,0.22623,0.25556,0.18756,0.21856,0.25156,0.26777,0.011437,0.1567,1,0.16965,a2,a14,a40,a11,a4,a9,a1,a3,a2,a1,a4,a2,a2,a12,a10
FALSE,0.99801,0.44444,0.25,0.76946,0.15789,0.18861,0.23119,0.26848,0.1676,0.19254,0.24772,0.26523,0.011437,0.1457,1,0.18312,a2,a8,a100,a27,a122,a4,a1,a1,a2,a1,a4,a2,a2,a12,a10
FALSE,0.99701,0.66667,0.5,0.46482,0.094955,0.11872,0.15806,0.17887,0.096579,0.12274,0.17538,0.18803,0.16082,0.12591,0,0.14484,a2,a10,a60,a11,a4,a1,a1,a2,a2,a1,a2,a1,a1,a12,a10
TRUE,0.99851,0.33333,0.5,0.66785,0.14607,0.16607,0.22021,0.2293,0.17995,0.20622,0.24675,0.26168,0.011437,0.12151,1,0.18525,a2,a10,a60,a11,a4,a4,a1,a2,a2,a1,a2,a1,a1,a12,a10
FALSE,0.99851,0.33333,0.5,0.47543,0.18034,0.20985,0.24309,0.25806,0.19358,0.22195,0.25417,0.28211,0.16082,0.12811,0,0.11163,a2,a14,a81,a11,a4,a7,a1,a2,a2,a1,a4,a1,a1,a12,a10
FALSE,0.99602,0.88889,0.25,0.58788,0.085242,0.10654,0.15432,0.16523,0.096103,0.1175,0.16988,0.20464,0.16082,0.11931,0,0.20205,a2,a10,a60,a33,a177,a4,a1,a1,a2,a1,a2,a2,a2,a12,a10
FALSE,0.99751,0.44444,0.5,0.72843,0.1503,0.17808,0.16118,0.18295,0.15993,0.18883,0.17068,0.19524,0.17253,0.13559,0,0.28701,a2,a14,a163,a11,a4,a4,a1,a2,a2,a4,a4,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.61733,0.11881,0.14621,0.13009,0.15236,0.13647,0.16316,0.14752,0.17035,0.17253,0.13097,0,0.26327,a2,a8,a138,a11,a4,a4,a1,a2,a2,a4,a4,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.5,0.73546,0.17415,0.19453,0.18472,0.19874,0.17885,0.20247,0.18936,0.20847,0.17253,0.14658,0,0.28701,a2,a8,a127,a12,a48,a6,a1,a2,a2,a4,a4,a1,a1,a13,a11
FALSE,0.99851,0.22222,0.25,0.47858,0.20536,0.2394,0.21553,0.24179,0.23697,0.28492,0.24672,0.28839,0.17253,0.15318,0,0.15591,a2,a3,a148,a8,a9,a2,a1,a1,a2,a4,a3,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.55128,0.11881,0.14621,0.13009,0.15236,0.13647,0.16316,0.14752,0.17035,0.17253,0.12437,0,0.22713,a2,a8,a138,a11,a4,a8,a1,a2,a2,a4,a4,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.25,0.61868,0.18232,0.21311,0.19278,0.21655,0.20732,0.23761,0.21745,0.24254,0.17253,0.14438,0,0.26327,a2,a14,a163,a11,a4,a5,a1,a1,a2,a4,a4,a1,a1,a13,a11
FALSE,0.99701,0.55556,0.25,0.62611,0.12928,0.15882,0.1404,0.16446,0.14162,0.16522,0.15261,0.17235,0.20883,0.12437,0,0.16965,a2,a8,a134,a12,a48,a12,a1,a1,a2,a1,a4,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.75,0.80958,0.10377,0.12591,0.11525,0.13288,0.11769,0.14029,0.12897,0.14819,0.20883,0.084563,0,0.14044,a2,a3,a234,a7,a8,a7,a1,a4,a2,a1,a3,a1,a1,a13,a11
FALSE,0.99701,0.55556,0.25,0.4772,0.090057,0.11313,0.10169,0.12063,0.10288,0.1152,0.11436,0.12386,0.20883,0.10898,0,0.1227,a2,a3,a198,a7,a8,a2,a1,a1,a2,a3,a3,a1,a1,a13,a11
TRUE,0.99602,0.77778,0.25,0.27311,0.053105,0.070322,0.065225,0.079528,0.075668,0.11631,0.087487,0.12493,0.20883,0.091381,0,0.37823,a2,a8,a176,a12,a19,a6,a1,a1,a2,a5,a4,a1,a1,a13,a11
FALSE,0.99602,0.77778,0.25,0.54584,0.13454,0.16322,0.1456,0.16868,0.14238,0.17415,0.15335,0.18102,0.086757,0.15978,0,0.26714,a2,a6,a424,a9,a17,a6,a1,a1,a2,a6,a4,a1,a1,a13,a11
TRUE,0.99701,0.55556,0.75,0.79509,0,2.71E-05,0,0,0,2.71E-05,0,0,0.086757,0.080165,0,0.19805,a2,a10,a425,a33,a340,a1,a1,a4,a2,a1,a2,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.57878,0.13639,0.15996,0.14744,0.16557,0.13753,0.16403,0.14857,0.1712,0.20883,0.13097,0,0.071086,a2,a7,a284,a11,a30,a8,a1,a2,a3,a3,a1,a1,a1,a13,a11
TRUE,0.99701,0.55556,0.25,0.79509,0,2.71E-05,0,0,0,2.71E-05,0,0,0.086757,0.080165,0,0.19805,a2,a10,a425,a33,a340,a1,a1,a1,a2,a1,a2,a1,a1,a13,a11
TRUE,0.99751,0.44444,0.25,0.63561,0.14218,0.17119,0.15315,0.17634,0.18672,0.21788,0.19713,0.22339,0.20883,0.13999,0,0.24767,a2,a5,a129,a6,a51,a7,a1,a1,a1,a6,a1,a1,a1,a13,a11
FALSE,0.99701,0.55556,0.25,0.60753,0.10657,0.12784,0.11801,0.13473,0.12572,0.14577,0.1369,0.1535,0.086757,0.091381,0,0.15404,a2,a2,a165,a3,a14,a2,a1,a1,a2,a1,a2,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.25,0.55092,0.21827,0.24455,0.22828,0.24673,0.20539,0.24976,0.21556,0.2543,0.086757,0.13559,0,0.18818,a2,a10,a65,a25,a13,a5,a1,a1,a2,a5,a2,a1,a1,a13,a11
FALSE,0.99602,0.77778,0.25,0.77296,0.066654,0.085759,0.078582,0.094354,0.091232,0.11612,0.10287,0.12474,0.17253,0.086762,0,0.20579,a2,a3,a252,a16,a25,a6,a1,a1,a2,a6,a3,a1,a1,a13,a11
TRUE,0.99552,0.88889,0.25,0.71314,0.073148,0.091674,0.085005,0.10002,0.085829,0.11107,0.097518,0.11987,0.17253,0.11337,0,0.24046,a2,a2,a298,a15,a39,a5,a1,a1,a2,a6,a2,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.25,0.39775,0.14795,0.18139,0.15885,0.18613,0.15833,0.18394,0.16909,0.19049,0.20883,0.11117,0,0.083089,a2,a8,a299,a27,a122,a4,a1,a1,a2,a3,a4,a1,a1,a13,a11
FALSE,0.99701,0.55556,0.25,0.61058,0.21046,0.24689,0.22055,0.24898,0.21572,0.25112,0.22574,0.25561,0.20441,0.24379,0,0.1227,a2,a2,a2,a2,a33,a8,a1,a1,a2,a2,a2,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.25,0.57869,0.19587,0.22602,0.20617,0.22894,0.21368,0.23541,0.22375,0.24039,0.20883,0.14218,0,0.20112,a2,a5,a304,a6,a51,a6,a1,a1,a1,a6,a1,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.70734,0.18809,0.22092,0.19849,0.22405,0.20469,0.23861,0.21487,0.24351,0.20883,0.16198,0,0.096426,a2,a7,a160,a11,a4,a6,a1,a2,a3,a1,a1,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.4763,0.12018,0.14469,0.13142,0.15091,0.13252,0.15746,0.14363,0.16482,0.20883,0.11777,0,0.1227,a2,a3,a198,a38,a92,a8,a1,a2,a2,a3,a3,a1,a1,a13,a11
FALSE,0.99652,0.66667,0.25,0.76513,0.073736,0.0987,0.085594,0.10677,0.1903,0.21504,0.20067,0.22064,0.20883,0.10018,0,0.17111,a2,a3,a234,a7,a8,a1,a1,a1,a2,a1,a3,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.25,0.75673,0.1774,0.21873,0.18792,0.22195,0.1877,0.22431,0.19808,0.22963,0.20883,0.14218,0,0.23513,a2,a2,a12,a3,a23,a2,a1,a1,a2,a5,a2,a1,a1,a13,a11
TRUE,0.99751,0.44444,0.5,0.6612,0.1463,0.17331,0.15722,0.17837,0.14627,0.17372,0.15719,0.18058,0.20883,0.12877,0,0.075887,a2,a7,a284,a11,a30,a7,a1,a2,a3,a3,a1,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.5,0.43603,0.10403,0.1277,0.11548,0.13461,0.11948,0.14124,0.13073,0.14909,0.20883,0.11337,0,0.067351,a2,a5,a426,a11,a4,a2,a1,a2,a1,a3,a1,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.65471,0.11578,0.13511,0.1271,0.1417,0.13026,0.17038,0.14138,0.17734,0.20883,0.11117,0,0.075887,a2,a12,a152,a18,a4,a6,a1,a2,a1,a1,a1,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.5,0.69827,0.21289,0.23652,0.22295,0.23902,0.23445,0.25967,0.24424,0.26392,0.20883,0.17297,0,0.20045,a2,a2,a143,a7,a65,a2,a1,a2,a2,a8,a2,a1,a1,a13,a11
FALSE,0.99801,0.33333,0.5,0.6949,0.13625,0.15774,0.14729,0.16342,0.15371,0.18199,0.16453,0.18862,0.20883,0.11997,0,0.1311,a2,a3,a234,a7,a8,a4,a1,a2,a2,a1,a3,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.5,0.61446,0.097867,0.11441,0.10942,0.12184,0.15895,0.18611,0.1697,0.19261,0.20883,0.11117,0,0.075887,a2,a5,a235,a6,a7,a4,a1,a2,a1,a1,a1,a1,a1,a13,a11
FALSE,0.99552,0.88889,0.25,0.64874,0.064274,0.081228,0.076254,0.090015,0.076228,0.098266,0.08805,0.10745,0.20883,0.091381,0,0.16271,a2,a3,a234,a8,a114,a2,a1,a1,a2,a1,a3,a1,a1,a13,a11
TRUE,0.99801,0.33333,0.25,0.51198,0.20604,0.22261,0.2162,0.22566,0.20032,0.21664,0.21054,0.2222,0.20883,0.16418,0,0.089491,a2,a8,a427,a27,a52,a4,a1,a1,a2,a1,a4,a1,a1,a13,a11
FALSE,0.99751,0.44444,0.25,0.67407,0.16396,0.19667,0.17467,0.20079,0.16749,0.19634,0.17815,0.20252,0.20883,0.14878,0,0.16965,a2,a8,a149,a12,a48,a2,a1,a1,a2,a1,a4,a1,a1,a13,a11
